date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:55:00	40944/40944	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:24:59%20GMT	https://www.puretelecom.ie/blog/the-importance-of-b2b-customer-service	D:/website/sunrise/www.puretelecom.ie/blog/the-importance-of-b2b-customer-service.html	(from https://www.puretelecom.ie/blog)
16:55:01	42947/42947	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:00%20GMT	https://www.puretelecom.ie/blog/tips-to-help-you-get-the-best-broadband-deal	D:/website/sunrise/www.puretelecom.ie/blog/tips-to-help-you-get-the-best-broadband-deal.html	(from https://www.puretelecom.ie/blog)
16:55:01	42309/42309	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:01%20GMT	https://www.puretelecom.ie/blog/which-virtual-assistant-is-best	D:/website/sunrise/www.puretelecom.ie/blog/which-virtual-assistant-is-best.html	(from https://www.puretelecom.ie/blog)
16:55:02	13475/13475	---M--	200	added ('OK')	image/jpeg	etag:%2234a3-5e713b076582a%22	https://www.puretelecom.ie/image/cache/catalog/Banners/Blog/woman-apple-hotel-800x528-228x228.jpg	D:/website/sunrise/www.puretelecom.ie/image/cache/catalog/Banners/Blog/woman-apple-hotel-800x528-228x228.jpg	(from https://www.puretelecom.ie/blog)
16:55:03	41620/41620	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:02%20GMT	https://www.puretelecom.ie/blog/what-makes-the-best-broadband-provider	D:/website/sunrise/www.puretelecom.ie/blog/what-makes-the-best-broadband-provider.html	(from https://www.puretelecom.ie/blog)
16:55:03	14054/14054	---M--	200	added ('OK')	image/jpeg	etag:%2236e6-5e713b076582a%22	https://www.puretelecom.ie/image/cache/catalog/Banners/Blog/pexels-photo-265685-1024x676-228x228.jpeg	D:/website/sunrise/www.puretelecom.ie/image/cache/catalog/Banners/Blog/pexels-photo-265685-1024x676-228x228.jpg	(from https://www.puretelecom.ie/blog)
16:55:04	43650/43650	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:03%20GMT	https://www.puretelecom.ie/blog/the-best-streaming-services-available-in-ireland	D:/website/sunrise/www.puretelecom.ie/blog/the-best-streaming-services-available-in-ireland.html	(from https://www.puretelecom.ie/blog)
16:55:05	38791/38791	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:04%20GMT	https://www.puretelecom.ie/blog/back-to-school-sign-up-and-get-a-fifty-voucher-for-lifestyle-sports	D:/website/sunrise/www.puretelecom.ie/blog/back-to-school-sign-up-and-get-a-fifty-voucher-for-lifestyle-sports.html	(from https://www.puretelecom.ie/blog)
16:55:05	40954/40954	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:05%20GMT	https://www.puretelecom.ie/blog/how-to-identify-and-avoid-phishing-phone-scams	D:/website/sunrise/www.puretelecom.ie/blog/how-to-identify-and-avoid-phishing-phone-scams.html	(from https://www.puretelecom.ie/blog)
16:55:06	40839/40839	---MCZ	200	added ('OK')	text/html	date:Tue,%2025%20Mar%202025%2011:25:05%20GMT	https://www.puretelecom.ie/blog/five-tips-for-faster-broadband	D:/website/sunrise/www.puretelecom.ie/blog/five-tips-for-faster-broadband.html	(from https://www.puretelecom.ie/blog)
